video_id,new_length
Sjw0eGi-FAU,240.0
ZEkfsSms4Q0,178.0
INX3MRXG9DM,261.0
b_rn7bwD8qQ,296.0
27O942403jM,242.0
B1q_mxkGUTg,115.0
hiCICEx3Egk,89.0
kt-BMjO232I,302.0
pooDUsGR1n4,254.0
i7YvaaAkRCw,197.0
5GJWxDKyk3A,316.0
geUYm3f6ZA4,235.0
fSr85N64BA0,174.0
VseaNKlYXa8,196.0
YEbz2Qt3vec,299.0
OybFOQyFd4o,213.0
pxxYO7fcFrM,195.0
vg6V2UWSjiM,215.0
OIf8DsfpjC4,228.0
JpL7scu-EmY,152.0
4tZ969oc-yI,197.0
FP-IopSHomc,159.0
HfbRVxO7LEE,211.0
BPp4doFEkYE,246.0
Fcd8UbutjIg,211.0
FpeZsTo5hZw,207.0
7AS9r_E0PY4,245.0
uItbMBBHFmo,247.0
SarW9gtWoao,238.0
mhTmOdYysSc,199.0
OORBa32WFcM,217.0
b-5Ugpc22mE,197.0
VJK0geuRcps,562.0
IziTU2GLmQ4,681.0
unyKEA1g994,491.0
0ScMyZtXhXU,540.0
MkfLQ8zVpJo,21.0
ay25SoLaIfc,543.0
Esd4dgLwWTc,46.0
dKgfWi6HNCs,131.0
rYrgU5k4ZR4,558.0
hUWGCv_eOZM,552.0
UhLynoIt3GU,507.0
mP_-yRQJHs0,41.0
hqOz8puVkV0,3688.0
sAAfiNw4lGg,536.0
p5lNBaKeb1w,575.0
MVOp0Ra6i2c,531.0
iG3cLijvMMU,55.0
g4XQRNXSbWo,554.0
84kpXwmJ4nI,737.0
8qS9C6TmNfA,551.0
0srTA7Ota4Y,20.0
b3dSE7XN88I,647.0
IBHFOJxLZRU,491.0
euVJEpVZ0fE,540.0
7GznnYrSOJc,20.0
QA23Omjg7Hg,543.0
3zLBQJVAaGY,627.0
2Uu0LvPOV2I,595.0
yqCVCvMcNJM,533.0
l9n_t8vFEIE,33.0
VCkI5ci4rmE,525.0
_JkzIfMreLI,0.0
VrxJqUpXW0Q,577.0
knEOkjWqFN0,531.0
oBVsbb6hW9M,603.0
Hu-Vkr09EkE,559.0
LGqs9d7sa1Y,531.0
N05Sx91VcKQ,34.0
SM9KKX-r8CY,504.0
87NoZLLgXls,51.0
n_og8_5_Hfs,491.0
fEEA-m7knOM,529.0
WEtnCJXPTMI,524.0
Zb1F6uNkEmM,563.0
etvLAy97kiA,539.0
SrUDD7XQoho,556.0
sxeVJS25F20,549.0
glosBGxRHAc,598.0
u6opOMYVGk8,37.0
BByQpFa4A0o,37.0
8BUZNDvnESs,489.0
aoG7oGFU0Ig,23.0
mPsqXh0TJsM,534.0
G6aJhqsKCaQ,50.0
ZOkJnYWKf_Y,727.0
mlLP_pXI-iw,389.0
vjwftPAPf5U,20.0
dj7QrRrx9K0,773.0
Osq83sUV-Cs,23.0
4zQPMJWoqNY,18.0
k77GBlq31xE,592.0
re3FhquYORw,762.0
EAAMYB6nW40,29.0
gcd3IBIJzos,604.0
TPvPtJxGsyg,13.0
AdYSCqHIcSs,590.0
PFd5XXkFda8,13.0
QTi0ocyd0r8,520.0
TzRq2dKha2c,20.0
RgqhBJ9AWVU,821.0
CbmmJfWdp-E,18.0
mPSO7vmbZ-4,481.0
pCAwYNtlO2o,19.0
lYSDTfQFxA8,481.0
o1mKkPicUeY,33.0
OMrsX4-eH_s,695.0
0vygjHj1Vlk,14.0
2tmoQHfsCgA,8.0
EBMluMN2T_g,536.0
R0wh42Of330,17.0
yi2VMsHir9Y,507.0
WV-o_HEaGbM,481.0
uGAUeMk7WaY,487.0
NLC5PUcmBgU,668.0
3Pcxk4G7gmw,550.0
7Ky6nAsOZms,717.0
k5D3rBwtFZ8,484.0
7GkRfc_Xv-g,534.0
yj3S4aemidU,529.0
JOOHP4srQ3k,540.0
sY6LJfcaeZU,545.0
LxA6mkFRiTY,3260.0
aiSPhd0sw3Y,676.0
u2VXRJ6sECg,602.0
S1PGyokHppk,745.0
BgeonFD2DKQ,481.0
JkDSyXustTQ,898.0
KYlKDcjKncg,685.0
9hPK0SihAIY,22.0
Vo_dXLdmUAQ,15.0
2nKt9yXtnsE,287.0
a13MgHQaZ90,17.0
2tvo36_4xwU,1891.0
XY6jo6S8I7Y,2665.0
NYXXXBnq7kE,2665.0
MAI_oZ6S3FQ,60.0
Ix2qJ7ridtQ,238.0
A1exaSamty0,13.0
p-yQMwpEde0,2657.0
alHDQimEtek,854.0
S3WiIY9Qukk,907.0
5p8wPs3vGmc,939.0
XQ4Ffpr4fL0,845.0
mUmkaYV420M,1037.0
E6n1VS18S-Y,1465.0
zb0LgK6n6SM,309.0
0jZlAIUBSMc,2665.0
u0uW8LXP9g0,221.0
AQs8bt7LQI8,2657.0
_LsbszcsoQo,1622.0
LEvA9p-nrdc,206.0
c3hPSJczrU0,2725.0
IItT-K0Mg_w,19.0
7mj5bdLARK4,216.0
AySJH3oUMNA,68.0
aWYwQA-gS28,222.0
cj3NQSrhuFM,19.0
okaECR2_DzI,681.0
u_AVuJT76Uk,2665.0
D4KiBPS1lxo,1612.0
HgclNx4YXgA,246.0
RTlD4H-NRpI,2663.0
I8OorhtMrVY,19.0
SJPnK_NgHVI,141.0
DutFDl3AnXU,246.0
gmINktHENug,1488.0
_v1rrMuKtcI,207.0
5UGQ4XLjTek,19.0
AUFQ44Y3TRM,2665.0
YVqREW6HhHw,19.0
4--9stmzQZ0,271.0
a0VgHJOcpcs,17.0
MkFLvg3E6Sk,199.0
fkqU0PXs9rQ,1575.0
5jQd9i9jA6Q,2664.0
07n3TA0OjsY,0.0
lXJzhWwJFCo,60.0
sNFVKTyOeGM,193.0
VKWEwBxDd9k,891.0
VmqZvlj07-w,904.0
VvRr0oL6s_E,770.0
CbzLFgW_Wgc,721.0
2rfRk_mTf7M,931.0
Z08sh4PN8Lc,833.0
RHCA5b9TkVg,895.0
vxvhGj9fA3g,765.0
_luU3I03JwE,889.0
t_uMce7lK94,732.0
rKaG9VaM0pw,785.0
prKS4YsSnmE,749.0
CcdSeqqMR5M,829.0
g3vf0I_j9kk,865.0
SzsifG0UvTM,762.0
C2vl1mixqLU,691.0
5aww-Bpgkf4,764.0
ATfkyVN7M5c,706.0
PjdJ19ugXzQ,280.0
ItlvHgot7MQ,478.0
shGpC_WVDQk,784.0
wlM0WTPNup0,521.0
i4XTHxWBOXs,578.0
ftcvaJCKVjs,719.0
V16qfhdIK6M,572.0
l_9PchV6PIc,547.0
j-OMR3h4Isw,664.0
rnjeJxO_vs4,486.0
ao0Jozn_7HM,828.0
8Nkxbovj96U,505.0
pTyMNvoBbSk,560.0
8woU9Rq0cPI,865.0
eGR2Yf6yBRA,684.0
3k0v5ZvZrVQ,3472.0
jMS-ouZNIzg,3653.0
F624q1jBd0Y,807.0
L6cjyTaExCQ,633.0
m_9S5cBNvTs,495.0
qygFjt2_LG4,851.0
T_vLXgj2pvo,768.0
BmeUT7zH62E,793.0
3Pp1AY_lmR4,870.0
158aX-gyHU4,742.0
ZMn-bCdThEg,679.0
hYV5HqPKFS4,489.0
yhVU0mNm4VM,691.0
ylOpide9dus,764.0
iaDpfalKSxQ,660.0
Z2Y0GMCFWq0,346.0
wcR815SfWOU,401.0
FWTNMzK9vG4,346.0
o_JLTmIFq_A,332.0
LsqCA50d7BM,318.0
sbCvQbBi2G8,293.0
fJBlEPOj4Fk,333.0
rEnf_CFoyv0,410.0
YomAHwuuQEI,279.0
ABYBtcM2D28,348.0
BDprlH1sK_Y,342.0
qsc3YZ2S924,313.0
P7yM0TKvUm4,297.0
4M6lrhuiPv0,343.0
YmVpwXH4jhA,263.0
ogE1nzLawJ0,369.0
oiAQlDBJ88U,243.0
TfVmW6sNux8,339.0
OXT8xdqcAoU,338.0
7Z8TyGKOLys,335.0
JGnXq8l-rwo,259.0
OpohbXB_JZU,340.0
98pNh3LtV8c,311.0
MgrwWuaRuso,297.0
mT3P0YSNonE,364.0
rQ0EKiCt6H8,306.0
T-fMSph7Iyo,325.0
qAXh9DHOm48,322.0
IdWXT391FJE,306.0
RDA64eUoxag,300.0
1nglN3mfZUw,297.0
WP6T4MH0Dn4,324.0
Bgc1C1xI2dA,301.0
aiDOtMXICXk,306.0
FZc-Y9gqjHI,292.0
EqJcNnijmdQ,242.0
daV-tMnZeIw,312.0
1EYUhpimyxc,304.0
iHqzHrEFFTU,283.0
v7Xl6a4J7Wk,351.0
fSaHVHTqDY0,312.0
yRwoReHd7XU,305.0
Id3TCbpWR2M,377.0
OI-G23HF6Sw,260.0
s5CLtBaRIwY,323.0
8_TYFfkc_1U,393.0
o1z2DfFZBS4,309.0
3Bax8ijH038,280.0
bObfR_uJ4oQ,360.0
GyktRQvSymM,451.0
kjdVnMJ3XcM,565.0
gB1gQKqerOg,426.0
atkCsff2oks,403.0
TPie1Sx4RLE,757.0
k_A-fICfYto,815.0
bBdNG-eH8zQ,690.0
NQynnZVQP8Q,736.0
SDsVYU2dQcI,934.0
D7hcjNbv9IU,1010.0
9cX8Nh-AaYk,1436.0
mwhtN6BMp3s,1356.0
DXxbYUX8bfc,1137.0
mEGjTsL7dRM,988.0
wqKOesQJQPg,957.0
J8VpyXb1ocE,568.0
3wcPRa3CKSM,583.0
mK4KLuwiTqc,575.0
ZWajxzWrMAg,1140.0
FHxJHDKtT2I,1453.0
BrZalBurGdI,1213.0
0NxQjvU2vQU,700.0
3h1xqMjOkYE,749.0
IyD0FtaXX3Q,740.0
8SJjnSjv3a0,961.0
RwafuAIUo-I,1897.0
8fM4LCIYjUU,875.0
-C1YEwT3OEA,844.0
1Hrg4p6OR5s,985.0
_MLpxE8dvkk,839.0
mPAUgcYg44I,1600.0
Rk9Xk-4dgos,754.0
eBaJt_h-znI,718.0
QFryiXp38LE,700.0
PlcwZUNoBJM,954.0
pD26orlheX8,665.0
jTQ1dJkWZoY,816.0
YznvsJBmpdM,330.0
f3Ze8_ff2G8,378.0
ahcYxXZTslU,1146.0
G1QKt9m4EEQ,714.0
Ibzpb6GYydg,639.0
Poupyea1tt0,261.0
1Kdt2ww37kM,579.0
JlRdAkiGntA,556.0
q6SKx9GddWQ,598.0
4eRM8zHwu7s,607.0
aRRKb-AIMC8,563.0
xH8nzl6tS9Q,558.0
U3cs6btYdsk,574.0
BUmEBFnRNHs,1004.0
kpHX4AesQuU,928.0
yh5PcPm1zHE,553.0
2OdJCqkvOEo,565.0
PnR6vnPhKr0,497.0
wilfSH0lI5U,499.0
X40Dz02npNc,587.0
Rhx1DPi-iec,623.0
D47POtexWW0,578.0
vcr2GPqbyQA,676.0
eVT2TunKFQE,600.0
swad_JPePyw,654.0
a_Wyj-2SX_s,595.0
5LlRP3rUWBg,512.0
R2-KzWsVYFU,592.0
CpyJxojDPb4,507.0
K34CtEbCJd8,645.0
XWAQmRfS8_0,605.0
pPYrwYkMfvE,590.0
qoYoMdPjrrM,597.0
MWfIzmvZqTA,545.0
YDgO9tSs-wY,627.0
kddz6eGWlSw,607.0
FeYn0YRVPIY,502.0
1BQp8Nxw7Vo,600.0
eG05QAmWe18,618.0
K5LoruR_kN8,649.0
1LO8pa0MEuw,576.0
o2ikv7PB1Ts,574.0
mtN-lEzr9aY,620.0
aoXYMqTPKlc,594.0
3YmWXlSqjz8,611.0
oFW3aQ1DQG4,580.0
Uf7G9a-5v8g,618.0
NOydOM9WdO0,570.0
n3TlBns3PIs,545.0
5k0hPaT093w,680.0
MOSIJfGbdPY,571.0
m_W7RKtXv38,527.0
pYHDOzXvbho,528.0
Tx01NJ4kK1c,551.0
1Sx4usypVrc,626.0
EMQijotOm90,565.0
t7bbhwgihBA,549.0
6jnsTk_hzQM,534.0
RI7kicAOsdA,567.0
nYblP2qR5x4,600.0
wM7gLGt0cg0,548.0
axDZ0D86ZNU,510.0
crVwMW-tOqU,48.0
otCcg8CfheQ,760.0
jK9yEUM-K-w,377.0
Ezdqe-4X_j0,380.0
C7eYvoH7eO8,389.0
4LoQjd_czyk,37.0
l9Y16yEAack,51.0
gw8NG5Vu95Q,1230.0
yLtcZfVQcc4,417.0
74SP7PFe6H0,392.0
XDPbsML--T4,399.0
i1PE42X-VVw,49.0
cwesuY8CvPE,26.0
KljnVxu4q-k,342.0
Y878p1IxKT8,357.0
9hqVznRauGA,402.0
hVjSJV0WoDQ,398.0
ntUwF6HMdh4,43.0
og2xsSE5cpY,37.0
QRMEUzfyoF4,1029.0
tSUURvSBR-4,374.0
cxnUuLvKAzs,400.0
1giL_2OOT9s,688.0
s-Xw0cEJCqs,41.0
kPXBfXEbDxw,48.0
Kw5_PZU8_-w,383.0
Zsk9HCgFIpY,321.0
wGo68YtnKsw,412.0
xgR4fvjAkBo,457.0
bCo81okK7Jc,49.0
A_i1AuOZonU,358.0
ofA1WXog1Co,42.0
zZrmp5xNcuY,360.0
_2aV2bHM2Po,364.0
GumOa2GM5iQ,348.0
hRYAJeXAEnw,51.0
TK6fB7A-XwI,397.0
6EGOQHrZ6Kw,310.0
OTiT2s_yzws,36.0
Mgd-xdhjrAc,370.0
H1hvFlgBi-4,734.0
u4g38uWvYGk,1739.0
JaIrwe2bHwQ,39.0
tRWDT76OnlU,58.0
uxR2KIgFAPg,326.0
Ahdcsz0Opas,394.0
f9JVFuD7uAg,389.0
zng7UiJoCes,40.0
oNexk5QHG3M,459.0
Cx_xthYdmUw,376.0
nmgFG7PUHfo,1593.0
NdWFCygzr8k,60.0
16Ci_2bN_zc,1361.0
daaDuC1kbds,796.0
5eW6Eagr9XA,1079.0
EvknN89JoWo,1355.0
iSNsgj1OCLA,1065.0
6etTERFUlUI,992.0
Q1bSDnuIPbo,1187.0
oI_X2cMHNe0,1471.0
IV3dnLzthDA,1497.0
7ziWrneMYss,966.0
GVsUOuSjvcg,1302.0
IgF3OX8nT0w,1213.0
ao2Jfm35XeE,1129.0
9cNmUNHSBac,682.0
bHIhgxav9LY,888.0
cUzklzVXJwo,1409.0
q-_7y0WUnW4,779.0
H1_OpWiyijU,647.0
KT18KJouHWg,1632.0
aFPJf-wKTd0,1681.0
f-Nr2z5X7Rs,630.0
AaZ_RSt0KP8,1383.0
S2xHZPH5Sng,1165.0
kz165f1g8-E,1198.0
094y1Z2wpJg,1329.0
yjztvddhZmI,1088.0
k5s1cMNTmGs,42.0
rhgwIhB58PA,867.0
yCsgoLc_fzI,1076.0
w4sLAQvEH-M,1037.0
jyQwgBAaBag,1298.0
HeQX2HjkcNo,2040.0
OxGsU8oIWjY,367.0
qevIIQHrJZg,870.0
t-_VPRCtiUg,1258.0
j5v8D-alAKE,1050.0
gMlf1ELvRzc,1120.0
058hRtaCWC0,642.0
Grv1RJkdyqI,794.0
YMDJA4UvXLA,1165.0
0dqX3NjwaQs,780.0
dBap_Lp-0oc,1017.0
4Wrc4fHSCpw,1206.0
pTn6Ewhb27k,1145.0
9DrBQg_n2Uo,748.0
ljoeOLuX6Z4,822.0
XRr1kaXKBsU,1054.0
48sCx-wBs34,1272.0
bY6ydf_EIlk,892.0
GwOFnxFp-qQ,1155.0
jeZVnzEwmnA,914.0
41OmNYIHo8w,3890.0
Qd27zeNHDXE,725.0
i1vXDk_4cS0,931.0
M6AinkVwie4,829.0
MsanOSDbXo4,906.0
dez62aQCMOI,919.0
8cFNnVvtrCM,901.0
C6xK3cY_-zY,905.0
Ang18qz2IeQ,1186.0
KGxB4nxae7Q,1437.0
Tb5KTy22k20,712.0
YKXwQsw8uD8,819.0
R8d3edfUEDk,3691.0
vqUJkHHQcEg,902.0
wA7OcH3Lydk,741.0
dcOB3dDUzb4,605.0
mBUmsh3RBFQ,766.0
J3Ik2rLspiM,797.0
xmervV7IIXY,802.0
8GD5WIOAPHk,615.0
TujZeeTgc9c,462.0
FNa9cja8VHg,875.0
4t6M7alDyhg,
iEy1L0d3F4c,893.0
MGRPokkNV9Y,1201.0
hoYWF5EpetQ,894.0
wQyiRD8_HRc,905.0
K5729eLTjk4,927.0
WEPK_mubM5w,906.0
Pimrt5aVJxI,
RT65ZhZnSa0,657.0
nLGgI3-UNhA,3965.0
I2D3cIQwzYs,907.0
c7UtiZEiYKg,905.0
iytzFm11jmA,843.0
46Jo6Muckko,905.0
MQ8z5KdxMik,913.0
iAuNcKKtPgE,904.0
fleUyiUmedQ,1043.0
Hac_XfYi6PY,926.0
nbjJSfjX4Gk,951.0
6FGJIeV-yR8,938.0
VO9wWtZlZUA,907.0
qJm4rbPK3TM,1172.0
652YwgCNNvs,949.0
8SfFjiejlbg,928.0
t48-gpyx8eM,240.0
2f38r4qKkLw,354.0
1-m7Cx_BNe8,79.0
if8BfGpC0ho,108.0
oi6yfPgYiFk,348.0
k4hI5GavMpw,2085.0
tnmnwvt_J_0,118.0
yhhVx9FZ9Hs,171.0
YyGwn3V6Rls,142.0
UsOrOlCFwB0,253.0
3f9rcqWKEaY,224.0
TbT9C0B031E,170.0
BXrozC8F2Fo,188.0
J9kMhpSp1MM,136.0
tOJe9WShImU,225.0
3IMzIwF_Ptk,108.0
O0s_o5RvoPk,95.0
YGyM9I3GFlw,116.0
ITJXREJpO9M,129.0
bglWBr_rbM0,128.0
pzkAwJhtTPc,154.0
fnGNEn1EEYk,224.0
NmKep8SLllM,181.0
h-cmy7Iq6g4,252.0
E9EA4nGf6NQ,86.0
TSqnoO0fUpU,142.0
s-jOXDhVNOY,167.0
svrOhWyp09c,145.0
ukkyJbTSZVQ,93.0
NtgLbIOSV9s,86.0
4dbUfA2WrCQ,2014.0
FX8RIxFN7ZI,142.0
q739U0l0z6o,120.0
d8rNitoPZeo,115.0
jwML94IOW0s,114.0
Rg3mLbLqKsk,333.0
sIM0PGv8h08,274.0
rOMHRI5Ii78,246.0
_a8Mbkt_o80,293.0
3444TjgJ8ro,180.0
i3sdIHaa4jQ,252.0
kLX2SYxzsgM,54.0
ThpzFgoGrKE,308.0
0G2uDKYBX-c,141.0
y4BHYYBif3Q,197.0
J6VJ6dS8D1k,250.0
VH1lAfZL_fU,407.0
kvwK63Mwhw0,348.0
_9wnC5pta78,181.0
fmGsGwCMXsM,15.0
8K4gXsO7x5w,26.0
tctk5m9Pbm4,26.0
OhmtCT5p1lo,37.0
eOjq4IjjvEA,1111.0
pZHh4b6bz5Y,26.0
uohzqjyFmZU,41.0
GlVn-8QtwJY,20.0
NymuwPnz5Pg,37.0
IGJfLxBj234,41.0
NcIohG1_DPA,531.0
6S_e34j6q9U,1239.0
sVuo4AM-A_I,14.0
8l2j4WI2jj8,24.0
Tlo4hKNEp5M,32.0
_T48atQQhWg,24.0
i5a72hSGS5o,20.0
jZ1bbWvK0i0,1132.0
wHBuv1YhBx4,845.0
zWezRcbihVE,45.0
GQEUeoqs5ME,50.0
mm_RKoE6HTk,578.0
isrlh2HB1go,828.0
DzzVdVyMuLw,19.0
CZ52cBYYPqY,26.0
akKyIyqkgUk,45.0
fBI7jdVZi94,21.0
SyN7N-sjngc,61.0
KRBEb5OlY1I,820.0
wL9O9UMsU40,13.0
qGAem6tDEuE,28.0
mh3dOeMfqX8,52.0
n1S042AgtH0,842.0
Af9RM8pOGyM,32.0
AgswEakgpDI,38.0
iW_F5V3cFRg,55.0
8V7yBZRyVoI,55.0
TNju519gC1E,578.0
GVVrQr_LW1Y,60.0
LV8q1DvHFIU,220.0
tu_kURsfNnw,58.0
QYdZMMMdCx4,21.0
37bOI9fugC0,25.0
6QXa7-L6HtM,56.0
WIkB9r_rAKA,17.0
r2qIhYIRAJg,52.0
_5-14r-wW_A,21.0
ZmRkGlStutc,13.0
AUPRxKqkZ30,23.0
yGE6JTrZmuU,3296.0
1rUY897fQCI,48.0
Gt0soOVfAP0,574.0
Xx9LnJD7rwY,58.0
2uXTp7o9Mfo,3149.0
eHFjP0dt4ao,653.0
-5HKXT3R_4k,3788.0
cf9qBuhRDD8,3530.0
afBZJbZkx-s,481.0
jESIqlD_AI4,3675.0
zVAq8iNsxCI,504.0
Q2SOFQUGGQY,5807.0
WEhrOh0cwbA,1680.0
NLApB_V5JWQ,1038.0
z2GARoxn0NQ,941.0
rGzKfy7lhiA,746.0
wu5dtGaBjRc,118.0
g6rCYj2ovls,15.0
Ywe3UczVGkQ,23.0
C6Rbm8Rawpo,11.0
wQp_BA88-68,27.0
07sEspl-mbc,41.0
nyllWkGWDNw,59.0
KqkfIivABWw,59.0
RW4WqELp0WI,27.0
pBUTdEkmUbw,11.0
wiywSUdIeMM,10.0
yK1lKRUZT-A,585.0
e1qZeD8CAjE,11.0
L5exJgrlZo4,40.0
1OH09De1yBw,429.0
hwlzy2kHzxI,23.0
Qq7P-zeJmO8,58.0
4XsIha-V6JY,296.0
0Qp5v1X20EE,23.0
xcj49lopWDo,305.0
9Va4_0tgiPo,11.0
URl4oYD__-w,232.0
wqpKxHdBGK8,22.0
oNY3_F12k0Q,250.0
rDBXYeoAfEQ,11.0
EPDt4YP_SlQ,1177.0
buljAlusIbA,229.0
X6iZT8say14,791.0
Pvy4AvLyNNI,273.0
AI_obasGB4w,482.0
qX4wmC5Ks4M,234.0
8w-93oyLXpE,318.0
eNovRTlEykE,892.0
ywBiY8zSTRg,522.0
BVs_nP6wGM4,370.0
CU7GDjiV5M4,594.0
O5n3165HP2I,612.0
IQ-5ogi3HcI,355.0
FXhdTKWMj_M,61.0
KlbN9tplGmY,500.0
xnq8ICpDZI8,668.0
6Rh3184hlbg,383.0
GFaafXE-9cY,60.0
qwdZ7mlz0rU,434.0
pmIA80odkfI,481.0
5Qsnmi7aaP8,322.0
F4TZ-XuGYsc,266.0
PEsMSwY0vgo,60.0
uvLThEalRTA,343.0
9Kq0T1KwG8c,280.0
O8FhXGkvUus,60.0
nxdt9EXZS_8,629.0
Hkr4BxqrV-M,60.0
B2-YhmRwU04,368.0
M93Y1Kl5FHA,597.0
sZjfv0HEbXU,59.0
f-boUrDxrTI,418.0
SurenNPbx8U,509.0
jXgQRQ_-YTA,315.0
gYkZ3i_4skQ,570.0
MaOatp_paSg,61.0
paDAgbl2Z8k,523.0
Prj8WvTiiog,58.0
srmhJkC7q8s,298.0
DG66rKiNkw4,500.0
o6T0wiF_qXI,59.0
4eTJX0g2Bwo,247.0
Qw-ySAGku0o,502.0
feqnUdym5DE,226.0
vnCEHijCZWE,317.0
TjG2-gT1ELs,540.0
0SF7acPItlM,599.0
E2ZsjKsB8KI,708.0
JuJNWpK0fl4,571.0
Wyon0j4Rho4,60.0
uQRCUOhADEs,415.0
sH17OpJ5kAg,433.0
sfgGJlc7EEg,243.0
5Bkn8l6h3Es,393.0
NrDNxEVuBFM,267.0
WttcKo53gDk,44.0
iOAw4nRCxhU,490.0
48HMaU_4T3M,508.0
I-JT1hpiOrs,251.0
WoiYNRVkruI,1179.0
Vtpjd1_jCLA,603.0
tfsVeHawTVA,833.0
EeO2qYXwSQw,520.0
bAD3tHU6Gss,1479.0
lHgw32F_0wQ,850.0
OZaL86RDGIU,1065.0
GZrynWtBDTE,707.0
wzosDKcXQ0I,900.0
PBq83a2bVqY,676.0
1Ec_Pd4Feeg,1580.0
nUqPOsgu0uo,988.0
ITP6uA8AFto,1045.0
t0bcBY6kSv4,1547.0
LIu9oOBoy8s,1214.0
wAueNTXpn1E,435.0
p1YGc7H5YZM,1158.0
dSwzau2_KF8,1947.0
jPhMY08A3Fk,784.0
DyOJnIZ70gc,743.0
HfcKCk6vPCE,1519.0
BU3bTBWnvT4,1215.0
QAVaZilrdSE,1186.0
vesYREe6_uk,1388.0
R35BG02CG2A,289.0
gRJQuQp5Szo,979.0
_VG-gvzr-8g,774.0
KqAEC4jLFqA,1442.0
llC5inFwGUU,801.0
wkjUBcjlaz4,763.0
YfQO_aQo9VU,1071.0
5JAWysNvEI4,478.0
HUoirc2ZsrY,506.0
vdaKrT9x1Zc,1372.0
YL8T6PRD6vU,844.0
AhgjaHAWeqA,1082.0
eYwnU1DuJOo,1234.0
XNZviKgOZnk,863.0
fNiDJHq11J8,601.0
PjOMSNZ-pIk,783.0
nwQvMF-Rm4k,1481.0
sYnMng8LLyU,727.0
TpbjXcgrDxo,652.0
mYD6-ExVNZw,394.0
x20iNHRWq78,868.0
cHu10C1DAds,1728.0
6p3T_KHbfhs,531.0
akSOxP70FMQ,775.0
OgHbBUnNfl8,1470.0
tpz4S18l5LM,385.0
AxM17SyPdCk,429.0
GJ2otRI37So,314.0
6dXM0itfDO0,835.0
3adaHqDnZNw,881.0
IxFmWHjcdYM,447.0
6GZDBmQsaw0,392.0
6G6gDOZie_c,645.0
PGxk4oVcKQE,335.0
JkSNx5psHtg,392.0
2QljlPEwe98,353.0
1vOBpRmp8v8,403.0
sRO4dsOEItY,375.0
BhqcprmntPY,571.0
ApHZyGZgbvA,460.0
NBPJ9Y_Dxko,842.0
U9wQtpxD54o,433.0
16K8nH07Cws,379.0
gCW1hVAebWU,471.0
UBrF3Txsydw,410.0
wrweyL0YS8Y,441.0
j1KMaoQ_d2s,934.0
FvUpmMIhpAo,384.0
J16qIo_BrZI,537.0
OHYbpwRVe5E,500.0
JiUsCTy8nEY,324.0
Tj26Na3q2d8,279.0
NMStHZrKun4,356.0
oJ8bRhyJLkk,431.0
71jrAWaRc3E,296.0
qvNXPn4ptJM,392.0
DAwamRa8m9Y,484.0
u4SpZxD0RIw,322.0
jeCk5e0YsF0,475.0
zWDWd2GswvE,577.0
D1sZtLbZhMA,469.0
ek5OogQFaAg,315.0
GHwZqJYYB80,610.0
4bCUULby80g,362.0
VzPJE4LUxC4,365.0
Y2cwkjOb1LE,449.0
ekXaskhiLmI,1081.0
f0fmS1WEm3s,1415.0
5kKMB890ABc,323.0
vBX3EcUYMzU,852.0
dUxzbnKKzf8,572.0
kFr6GxEnOJQ,519.0
HWfxj3KzA8o,350.0
uGT8DT____k,402.0
i00Wqb_bh5E,627.0
7w03amEAwUc,14.0
cPctbjG8p-4,823.0
IzVJ1CRAQcU,17.0
nXUaXNClsvc,4900.0
XVXkOZsKJms,393.0
DyGewCFcv8k,15.0
OckfJYGFY2A,676.0
eIkbGvDf9zE,469.0
3D6b9CLJ0CQ,464.0
TsASyDOCfCA,11.0
TGmRbyRdOpc,536.0
w3G35x7uGws,16.0
dx_37fnq9VY,525.0
ZThCtW13Ztg,20.0
cLaDhK2ALDs,393.0
1FsastnUilA,10.0
iYH9DmhwcYc,4040.0
_bE5110WKM0,517.0
QFyyB6j3HN8,13.0
2MpQdkzOEIU,665.0
kmYf45pttRU,17.0
hDndKLXRRpQ,21.0
IAfeO9txqTQ,414.0
3e4Wg6nVSYo,11.0
unEsxSIuHro,393.0
eLJI88TfqLE,680.0
nO8-quhj4sY,16.0
2YvSs_poyRk,346.0
5rBUALXZB7A,52.0
FXye2Bg7EvM,12.0
7RZUd41tP-o,638.0
00S9YUrWa78,35.0
LohNpHAAIdE,9.0
gfQbxZ77wVs,9.0
OYzaEmHGarI,425.0
eETG2UVL83Q,383.0
WPDdTFRVxbw,747.0
v0Ohi4E0uDk,329.0
VGeK9s-yBD8,635.0
ndBQRgmlVmU,410.0
QvFDVNrDHjM,955.0
LtMUcUdg2ns,503.0
_OWevKJkW9c,831.0
30xkqVHx4JE,651.0
tp7T9DjGwXw,581.0
9lRHUixSrNc,555.0
vSHjYplsIdM,528.0
zPtrGmlDo50,176.0
i_QgxDyYlr8,642.0
Y89X5HvNRgQ,760.0
_l53aQQqtw0,718.0
d8RMLGZBuYs,1160.0
UqGcrvL6dhs,59.0
Mg9zeD01kEw,695.0
LTsRcUFh6Zg,59.0
dKYJ7Kpl0NY,567.0
Jk0GIFiEgaI,60.0
nSgkcDCG6ck,865.0
HtIRrJYrvhc,58.0
mz98rHLxtiM,602.0
c6n4g08wHx0,60.0
Qg4cLHoonn8,60.0
dTsYsXpJ30Y,627.0
T-QjisxwM90,992.0
LDJ52t1Ozos,57.0
X4spgeevWCw,348.0
VGxhL1iS5kk,244.0
