,channel_id,custom_url,topic_category,channel_view_count,subscriber_count,channel_video_count,video_id,published_at,video_length,like_count,comment_count,view_count
34,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,Xf4XemBwzDY,2022-07-12 07:35:30,2:56,115916,0,43330040
35,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,dfRBIE3AE34,2022-07-09 07:00:14,34:47:00,85512,0,15537421
36,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,LA2q3QwhG54,2022-07-05 16:00:33,2:42,105966,0,31790993
37,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,FGcXy0MZ3Ys,2022-07-01 23:00:11,49:13:00,136272,0,34309992
38,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,iWwDq7-TCo4,2022-06-28 07:00:11,3:08,59690,0,12125916
39,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,j7DH5splyoY,2022-06-25 07:00:13,59:43:00,137439,0,31149967
40,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,U5Inxa3jK0Y,2022-06-21 07:00:08,2:47,97422,0,36949749
41,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,Zre4vqUAgHU,2022-06-18 07:00:17,38:52:00,173579,0,41351713
42,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,hqzvHfy-Ij0,2022-06-14 07:00:10,3:16,150098,0,38836468
43,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,LCwxpu1uV60,2022-06-11 07:00:06,1:44,106042,0,27242188
44,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,Lig3cP174Jo,2022-06-07 07:00:13,3:13,65505,0,14734326
45,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,uCNLiwNFvuc,2022-06-04 07:00:13,39:58:00,114231,0,23267838
46,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,wwosJXWGWRY,2022-05-31 12:59:00,2:51,111113,0,25174163
47,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,TF-RmVyoEbM,2022-05-28 07:00:13,53:40:00,80479,0,15174924
48,UCbCmjCuTUZos6Inko4u57UQ,@cocomelon,Music,142468175305,146000000,811,FtAZUKtC0Fk,2022-05-24 07:00:03,3:11,162472,0,46783715
49,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,8XR9OzAeDqQ,2022-10-31 11:00:05,14:40,67178,4601,796136
50,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,LzCA5zHayyk,2022-10-24 20:25:38,32:21:00,107094,9108,1709859
51,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,UhjjjqmGAkI,2022-10-17 12:45:01,22:31,103944,7784,1527432
52,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,cLFJjMokld8,2022-10-15 13:10:55,9:59,133521,8697,1614282
53,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,vwfQq9IA8TA,2022-10-07 13:46:07,39:21:00,156889,9793,2571233
54,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,P8XP4oamvzk,2022-10-04 15:03:44,24:58:00,183176,9151,2574129
55,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,sIw9GwePGKg,2022-09-30 14:31:12,18:51,174644,8691,2291261
56,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,KASLwYxrILs,2022-09-23 19:02:24,15:23,182644,8452,2264142
57,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,DYdrFALAlZQ,2022-09-21 14:00:07,23:42,174865,8364,2569618
58,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,JDsuYy1qsiA,2022-09-19 12:58:13,18:08,284235,16835,4836522
59,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,BQ35bZAPUnk,2022-09-14 11:37:26,7:03,427147,23944,4301563
60,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,fJ2_06vAZkw,2022-09-04 14:26:01,17:38,127261,7453,1953608
61,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,qQiwgEQNfQs,2022-08-31 18:36:07,35:34:00,193897,11113,3450446
62,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,p1HbuJ9HYOY,2022-08-26 12:58:18,26:02:00,135754,7568,1894979
63,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,T_XxiQdCH_s,2022-08-21 13:51:44,21:45,143641,5509,2478068
64,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,MgZjlKiQxCw,2022-08-16 14:15:02,15:07,137118,9007,2001546
65,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,j0XyUEQYIdc,2022-08-13 14:15:05,33:12:00,142222,6651,1922713
66,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,aIciGms2y6A,2022-08-05 15:18:13,15:53,214675,11610,3066078
67,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,peSOesOoxS4,2022-08-01 08:22:30,17:56,169494,6672,2658522
68,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,n2nTd1VbsLM,2022-07-26 16:45:22,11:16,266505,18061,3327482
69,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,yxbO9K7lKbQ,2022-07-20 13:00:39,24:36:00,274723,19472,3485221
70,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,uakp2SrXOwQ,2022-07-19 09:15:06,26:43:00,182127,9130,3368009
71,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,ktxBUqy6PT4,2022-07-11 08:31:00,19:34,216235,10933,3019117
72,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,P1IgBdnBeQM,2022-07-09 13:15:00,28:40:00,234613,5933,4514590
73,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,RF9SULnbMNc,2022-07-03 12:07:46,18:15,261137,12142,4025677
74,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,vDZHCYCd5Bo,2022-07-01 00:06:28,22:03,324142,12123,5299144
75,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,givTOOOPEs4,2022-06-28 05:21:49,19:41,201639,5584,3482076
76,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,njHcxwwqxL8,2022-06-24 23:49:00,23:57,256820,11237,3606101
77,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,cmOZNxxGrJU,2022-06-23 13:15:02,12:41,219189,4539,2958509
78,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,XQ93AQ2uCBM,2022-06-15 09:51:20,14:32,305433,16096,4198666
79,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,HNChn7eK1tM,2022-06-12 08:00:04,13:44,241138,8382,4330886
80,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,HcrGMcJJWfc,2022-06-08 22:35:09,18:28,396888,18121,5951906
81,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,D0-IrQY4ix8,2022-06-06 12:31:29,25:20:00,310536,11548,4650514
82,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,aXVr_zZqGKg,2022-05-31 10:31:04,19:25,426555,19387,6105172
83,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,adspgeE7ndU,2022-05-26 09:42:16,14:08,296894,9550,4447801
84,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,yNsIh0ciYiI,2022-05-23 07:30:13,16:11,290753,9347,4750435
85,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,mdNEZlLkPA4,2022-05-21 09:15:02,16:15,422154,23638,5500496
86,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,R55ACTWHvBY,2022-05-18 22:46:23,13:25,308437,10800,4111670
87,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,ZBgJJPZjg2k,2022-05-15 08:11:54,8:19,561478,25585,6194494
88,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,N2N5ZwX6U20,2022-05-09 22:56:04,13:58,829591,44979,8223960
89,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,F-yEoHL7MYY,2022-04-30 16:40:18,53:47:00,376658,15243,7632205
90,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,Ahzrv1TQGHY,2022-04-24 16:11:07,13:14,214833,5866,3408516
91,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,Td4Pd_9oyn8,2022-04-21 17:08:23,12:54,120220,3922,2275410
92,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,YM3uJ6RtBZM,2022-04-15 17:34:51,14:11,254113,6406,3416182
93,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,pqh4LfPeCYs,2022-04-11 16:40:44,15:28,200163,6556,2517265
94,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,fUWn6BYrYK8,2022-04-05 16:32:35,20:36,191317,6440,4191453
95,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,RF78s4nphEY,2022-03-31 16:45:00,10:43,182271,4096,2662140
96,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,-fWXLAkHmxA,2022-03-29 18:24:38,19:43,207037,6380,3573538
97,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,JIz0-6_mPIE,2022-03-24 17:30:02,22:46,193386,6459,3212892
98,UC-lHJZR3Gqxm24_Vd_AJ5Yw,@pewdiepie,Video_game_culture,28570510467,111000000,4514,73XDeGdl94w,2022-03-18 19:08:34,20:58,214431,10189,3292192
99,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,YlvcFJOE-OE,2022-11-02 21:00:01,40,214383,4146,2022968
100,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,iogcY_4xGjo,2022-10-22 21:00:00,15:41,2858057,96485,53113133
101,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,S_CUEOBZ0P4,2022-10-21 20:00:06,55,5542601,31578,59111131
102,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,gHzuabZUd6c,2022-09-24 19:59:59,17:57,2919968,81482,65199752
103,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,65fN_OUawjk,2022-09-03 19:59:59,12:23,2148861,61806,47293901
104,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,jdMNoQE3mIQ,2022-08-20 20:00:00,8:14,2604787,75186,62978499
105,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,2isYuQZMbdU,2022-08-04 19:59:59,15:31,4071329,228813,78237764
106,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,dZklZVaU4AI,2022-07-31 21:00:01,15,1448308,91906,23172401
107,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,tVWWp1PqDus,2022-07-23 20:00:09,16:53,3260561,136787,89246623
108,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,vaIgyRoUkQI,2022-07-02 20:00:02,13:04,2606346,101837,55822979
109,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,Hwybp38GnZw,2022-06-04 20:00:02,17:01,4733684,175719,116675467
110,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,hD1YtmKXNb4,2022-04-09 20:00:00,13:59,3802933,156081,107183975
111,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,LnlKwzc_TNA,2022-03-19 20:02:32,9:01,3108895,103135,95988490
112,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,3jS_yEK8qVI,2022-01-29 21:00:01,8:01,4232298,145001,142469676
113,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,00NgUctWoLQ,2021-12-18 21:00:00,12:09,3270742,135424,75826722
114,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,x9TQ6culXIA,2021-12-16 21:00:00,12:05,2843775,91985,60238725
115,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,QbJJwaVdgIs,2021-12-10 21:30:02,11:02,3249434,97413,94903632
116,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,0e3GPea1Tyg,2021-11-24 21:00:01,25:42:00,14519872,611400,298462689
117,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,cV2gBU6hKfY,2021-10-29 19:59:43,4:55,4700187,179243,71158417
118,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,qIsgdOVGA04,2021-10-23 20:00:01,15:43,3779990,130624,110679658
119,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,cExLQ1o2pDw,2021-09-26 20:00:06,8:02,3017222,123907,91228504
120,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,uocETPj4Jx4,2021-09-04 20:00:07,12:40,3330950,101941,88450468
121,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,zxYjTTXc-J8,2021-08-31 20:01:03,19:26,4822225,111820,206657121
122,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,hxwpkM5w3Cc,2021-08-07 23:00:03,15:51,3179546,92712,112596041
123,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,ktyJIj6i4Qw,2021-07-24 20:00:59,10:45,2562129,74573,94765231
124,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,urtFrxDUV6c,2021-07-10 20:00:09,11:34,2455003,81780,81660843
125,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,nM89Wl03Q4g,2021-06-26 20:00:02,12:38,2785643,99006,127740535
126,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,NZlClr_ivb4,2021-06-12 20:00:01,15:04,2874080,86171,112741528
127,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,E6E22XQPhhg,2021-06-01 20:00:02,16:08,2562999,87341,98577685
128,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,TQHEJj68Jew,2021-04-24 20:00:00,14:21,3182270,126581,110618769
129,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,WcwGleN38zE,2021-04-17 20:00:00,16:54,2724358,119374,115436085
130,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,fMfipiV_17o,2021-04-10 21:00:07,14:09,4052549,139397,170447455
131,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,ayXxwJJId_c,2021-04-03 20:00:01,11:49,3743469,170664,144965999
132,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,9bqk6ZUsKyA,2021-03-27 20:00:04,12:40,6265143,240334,201044105
133,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,DuQbOQwVaNE,2021-03-13 21:00:02,10:27,2929281,119297,98310037
134,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,vJH28ICkCdU,2021-03-06 21:00:02,9:20,3143659,117469,101821937
135,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,_uwNDiU04zE,2021-02-13 21:00:01,11:05,2778615,152566,46908763
136,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,C680oxL__ck,2021-01-22 21:00:03,13:17,4152095,168449,139875475
137,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,5Fg9oZk-5uA,2021-01-09 21:01:25,14:14,4102631,189261,97575589
138,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,PKtnafFtfEo,2021-01-01 21:00:03,6:31,4862132,291426,62263496
139,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,f0c7pSCoZqE,2020-12-23 21:00:06,11:22,2338056,109564,65297106
140,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,dg2Ag3e8W-Q,2020-12-19 22:00:03,10:47,4058792,728578,121858322
141,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,LeYsRMZFUq0,2020-12-15 21:00:11,14:20,5047556,176901,119420827
142,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,Dc2ZRmuH5OM,2020-11-28 21:00:04,14:03,2884451,95348,131541766
143,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,GLoeAJUcz38,2020-11-14 21:00:02,15:11,3313071,89700,195010324
144,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,SZQhgExjBvQ,2020-10-29 20:17:44,11:34,3187973,190668,105220461
145,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,IoZri9hq7z4,2020-10-24 20:00:01,14:11,2938425,84069,80150398
146,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,1V_03efSkg0,2020-10-18 00:19:57,24:05:00,2128519,118182,55968165
147,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,vp5sSqyZ5Go,2020-10-10 20:00:31,10:25,3015139,118000,121241654
148,UCX6OQ3DkcsbYNE6H8uQQuVA,@mrbeast,Lifestyle,18120591612,109000000,731,AKJfakEsgy0,2020-10-04 20:00:54,2:08,4720470,211621,71975902
149,UCk8GzjMOrta8yxDcKfylJYw,@kidsdianashow,Hobby,83311249514,102000000,1030,In0dAUxq_Lk,2022-11-01 13:36:04,6:56,5363,0,1006337
150,UCk8GzjMOrta8yxDcKfylJYw,@kidsdianashow,Hobby,83311249514,102000000,1030,zQnBbWmEbZY,2022-10-28 12:04:02,7:21,16843,0,3807752
